image_file,mask_file,curated_keep,status,reason,review_records,review_actions,gt_reliable_values,prediction_plausible_values
18_217_218_57_33_jpg.rf.a65c5b35ed11e203eb715e66c213841c.jpg,18_217_218_57_33_jpg.rf.a65c5b35ed11e203eb715e66c213841c.npz,False,excluded,manual_exclude_eval,1,exclude_eval,N,N
18_217_219_20_5_jpg.rf.07d12ba15ce90dc39fa918367081cf5a.jpg,18_217_219_20_5_jpg.rf.07d12ba15ce90dc39fa918367081cf5a.npz,False,excluded,manual_exclude_eval,1,exclude_eval,N,N
18_217_219_70_14_jpg.rf.f47c55fb85fc29a0d1886856c91b3c15.jpg,18_217_219_70_14_jpg.rf.f47c55fb85fc29a0d1886856c91b3c15.npz,False,excluded,manual_exclude_eval,1,exclude_eval,N,N
18_217_219_70_9_jpg.rf.c5f37ee0288beefd1ae84664a26e7f2b.jpg,18_217_219_70_9_jpg.rf.c5f37ee0288beefd1ae84664a26e7f2b.npz,False,label_problem,manual_label_fix_needed,2,label_problem|model_error,Y,N
18_217_219_71_21_jpg.rf.de3b8fdc047546eefbb5deede4af3ed4.jpg,18_217_219_71_21_jpg.rf.de3b8fdc047546eefbb5deede4af3ed4.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,N
18_219_203_58_16_jpg.rf.a5cb29ddc2df6717d03abb74f87a5748.jpg,18_219_203_58_16_jpg.rf.a5cb29ddc2df6717d03abb74f87a5748.npz,False,label_problem,manual_label_fix_needed,2,label_problem|model_error,Y,N|Y
18_219_203_63_10_jpg.rf.e6cac2b1606ec539812635e2eb32325e.jpg,18_219_203_63_10_jpg.rf.e6cac2b1606ec539812635e2eb32325e.npz,False,label_problem,manual_label_fix_needed,2,label_problem,N,N
18_219_208_51_7_jpg.rf.1fc59ab51cecc5fe958ac926ba498eb3.jpg,18_219_208_51_7_jpg.rf.1fc59ab51cecc5fe958ac926ba498eb3.npz,False,excluded,manual_exclude_eval,2,exclude_eval,N,N
18_228_Masson_207_34_34_jpg.rf.9aa889af224ad59a3879689cc9e83abf.jpg,18_228_Masson_207_34_34_jpg.rf.9aa889af224ad59a3879689cc9e83abf.npz,False,label_problem,manual_label_fix_needed,2,label_problem|model_error,N|Y,N
18_228_Masson_208_68_37_jpg.rf.352283a3c9d3d789255a9d0407ceee79.jpg,18_228_Masson_208_68_37_jpg.rf.352283a3c9d3d789255a9d0407ceee79.npz,False,label_problem,manual_label_fix_needed,2,label_problem|model_error,N|Y,N
18_228_Masson_505_102_39_jpg.rf.31aa4d6ba0582421c0edab79cd330489.jpg,18_228_Masson_505_102_39_jpg.rf.31aa4d6ba0582421c0edab79cd330489.npz,False,label_problem,manual_label_fix_needed,3,label_problem|review_note,N|Y,N|Y
18_228_Masson_505_103_28_jpg.rf.821b502ea142265abc01ebf709cb9c7d.jpg,18_228_Masson_505_103_28_jpg.rf.821b502ea142265abc01ebf709cb9c7d.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,N
18_228_Masson_505_83_23_jpg.rf.db7885970b58dfa425f6496daac21f24.jpg,18_228_Masson_505_83_23_jpg.rf.db7885970b58dfa425f6496daac21f24.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,N
18_228_Masson_505_94_26_jpg.rf.b20540be68e3249a6278e95ec65282fa.jpg,18_228_Masson_505_94_26_jpg.rf.b20540be68e3249a6278e95ec65282fa.npz,False,gt_unreliable,gt_reliable_N,1,threshold_check,N,可疑
18_229_Masson_201_107_1_jpg.rf.f795ff384f96d1203a9e921449d8eb5f.jpg,18_229_Masson_201_107_1_jpg.rf.f795ff384f96d1203a9e921449d8eb5f.npz,False,label_problem,manual_label_fix_needed,2,label_problem|model_error,N|Y,N
18_229_Masson_201_83_26_jpg.rf.d6bc700db21a97e293e3734dedaa71bb.jpg,18_229_Masson_201_83_26_jpg.rf.d6bc700db21a97e293e3734dedaa71bb.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
18_229_Masson_202_11_24_jpg.rf.43a3aef54b2a0f2b991cc911eaf0068d.jpg,18_229_Masson_202_11_24_jpg.rf.43a3aef54b2a0f2b991cc911eaf0068d.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
18_229_Masson_202_20_40_jpg.rf.a9a0a7889ce00b0ca1084a848e7e3f6a.jpg,18_229_Masson_202_20_40_jpg.rf.a9a0a7889ce00b0ca1084a848e7e3f6a.npz,False,gt_unreliable,gt_reliable_N,1,threshold_check,N,可疑
18_229_Masson_202_23_33_jpg.rf.e48db761d420c016d46139f1fd4c6afe.jpg,18_229_Masson_202_23_33_jpg.rf.e48db761d420c016d46139f1fd4c6afe.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,N
18_229_Masson_203_4_20_jpg.rf.89ebd8bf295b75552e44bf99a4cd2693.jpg,18_229_Masson_203_4_20_jpg.rf.89ebd8bf295b75552e44bf99a4cd2693.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
18_236_203_76_7_jpg.rf.6afa5a608a138c47749f0a1ad6f40603.jpg,18_236_203_76_7_jpg.rf.6afa5a608a138c47749f0a1ad6f40603.npz,False,label_problem,manual_label_fix_needed,2,label_problem,N,Y
19_212_D1208_25_5_jpg.rf.783f87034828205be8a76c5dd318e40e.jpg,19_212_D1208_25_5_jpg.rf.783f87034828205be8a76c5dd318e40e.npz,False,excluded,manual_exclude_eval,1,exclude_eval,N,N
19_212_D1208_29_2_jpg.rf.fd4788a6a5b62df5836e0b94cde1f837.jpg,19_212_D1208_29_2_jpg.rf.fd4788a6a5b62df5836e0b94cde1f837.npz,False,excluded,manual_exclude_eval,2,exclude_eval|label_problem,N,N
19_212_E1202_21_2_jpg.rf.c544e586bb7f5d019efbc173085aab11.jpg,19_212_E1202_21_2_jpg.rf.c544e586bb7f5d019efbc173085aab11.npz,False,label_problem,manual_label_fix_needed,1,label_problem,Y,Y
201_10_4_3_jpg.rf.b86deef6db6fc886c697803ee4230c6b.jpg,201_10_4_3_jpg.rf.b86deef6db6fc886c697803ee4230c6b.npz,False,label_problem,manual_label_fix_needed,2,label_problem,N,N|Y
201_10_7_19_jpg.rf.b3254b60fc48ec22409adaff3bec9a1a.jpg,201_10_7_19_jpg.rf.b3254b60fc48ec22409adaff3bec9a1a.npz,False,gt_unreliable,gt_reliable_N,1,review_note,N,Y
201_10_9_51_jpg.rf.c270d6205043a829f2478a397a01f3a4.jpg,201_10_9_51_jpg.rf.c270d6205043a829f2478a397a01f3a4.npz,False,excluded,manual_exclude_eval,2,exclude_eval|model_error,N|Y,N
201_2_10_15_jpg.rf.0560080e8c1766439fcd64de2f28e60f.jpg,201_2_10_15_jpg.rf.0560080e8c1766439fcd64de2f28e60f.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
201_2_20_47_jpg.rf.5cab5e7a65d8284fcce53dd9bb345531.jpg,201_2_20_47_jpg.rf.5cab5e7a65d8284fcce53dd9bb345531.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
201_6_10_3_jpg.rf.4bfd95f19e2a066661cef4e52bf14ff4.jpg,201_6_10_3_jpg.rf.4bfd95f19e2a066661cef4e52bf14ff4.npz,False,label_problem,manual_label_fix_needed,2,label_problem|model_error,N|Y,N
201_8_18_54_jpg.rf.f0f2fcdfb3c2d7586e43177e14bb6f88.jpg,201_8_18_54_jpg.rf.f0f2fcdfb3c2d7586e43177e14bb6f88.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
202_2_8_24_jpg.rf.742a09af0e3d100c6741d0571df8c8b3.jpg,202_2_8_24_jpg.rf.742a09af0e3d100c6741d0571df8c8b3.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
202_6_19_21_jpg.rf.fcfa50a794a9fec5778b8ca275dd7dc9.jpg,202_6_19_21_jpg.rf.fcfa50a794a9fec5778b8ca275dd7dc9.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
204_1_17_52_jpg.rf.fa3d86bef83e1c6cb6d68fe92992d0c8.jpg,204_1_17_52_jpg.rf.fa3d86bef83e1c6cb6d68fe92992d0c8.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
207_1_10_27_jpg.rf.c8a89bc059b7255c1c1195b48d41ade1.jpg,207_1_10_27_jpg.rf.c8a89bc059b7255c1c1195b48d41ade1.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
207_1_8_49_jpg.rf.2d7813e52527671f456238d3d26f7e47.jpg,207_1_8_49_jpg.rf.2d7813e52527671f456238d3d26f7e47.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
207_2_8_35_jpg.rf.7346b51adfb23c3a1e6b9aac53563c24.jpg,207_2_8_35_jpg.rf.7346b51adfb23c3a1e6b9aac53563c24.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
207_7_17_9_jpg.rf.317a38bc9deaf153457cbe85c33bbe71.jpg,207_7_17_9_jpg.rf.317a38bc9deaf153457cbe85c33bbe71.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
207_7_18_53_jpg.rf.1737d97214aa64ae2fdf5ac9937471bb.jpg,207_7_18_53_jpg.rf.1737d97214aa64ae2fdf5ac9937471bb.npz,False,label_problem,manual_label_fix_needed,2,label_problem|model_error,N|Y,N
208_4_14_6_jpg.rf.4766855e1574d9306fdfec0015b5cfbf.jpg,208_4_14_6_jpg.rf.4766855e1574d9306fdfec0015b5cfbf.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
208_7_16_16_jpg.rf.ceb82088e7dc1a560c4a1357966f2017.jpg,208_7_16_16_jpg.rf.ceb82088e7dc1a560c4a1357966f2017.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
208_7_8_17_jpg.rf.d530bdbac66c6066c88a4d2a415c8e7d.jpg,208_7_8_17_jpg.rf.d530bdbac66c6066c88a4d2a415c8e7d.npz,False,gt_unreliable,gt_reliable_N,1,model_error,N,Y
213_2_12_63_jpg.rf.bb12d2cfa0a561c6c4f007ff2e4d7476.jpg,213_2_12_63_jpg.rf.bb12d2cfa0a561c6c4f007ff2e4d7476.npz,False,label_problem,manual_label_fix_needed,2,label_problem|model_error,N|Y,N
301_0_8_53_jpg.rf.f261a75a931c5d6c17bf7f52eae25ea5.jpg,301_0_8_53_jpg.rf.f261a75a931c5d6c17bf7f52eae25ea5.npz,False,label_problem,manual_label_fix_needed,2,label_problem|model_error,N|Y,N|Y
303_6_12_27_jpg.rf.56b1a97d9ed421c4149b42f08be6fa38.jpg,303_6_12_27_jpg.rf.56b1a97d9ed421c4149b42f08be6fa38.npz,False,label_problem,manual_label_fix_needed,1,label_problem,N,Y
