split,image_file,mask_file,keep,status,review_records,manual_error_types,gt_reliable_values,suggest_fix_label_values,notes
train,17_228_801_92_39_jpg.rf.72d28916f76dc73170afc885f59f0786.jpg,17_228_801_92_39_jpg.rf.72d28916f76dc73170afc885f59f0786.npz,False,excluded_label_problem,1,A,N,Y,模型判断正确，人工标注错误
train,17_228_801_98_54_jpg.rf.8ebe0185f05300a712afcec4033fed36.jpg,17_228_801_98_54_jpg.rf.8ebe0185f05300a712afcec4033fed36.npz,False,excluded_label_problem,1,A,,,
train,17_228_803_192_14_jpg.rf.f23b68987f8ccc0330bba7e303a9f24d.jpg,17_228_803_192_14_jpg.rf.f23b68987f8ccc0330bba7e303a9f24d.npz,False,excluded_label_problem,1,A,N,Y,漏标结构
train,18_217_212_55_2_jpg.rf.429e1a907d4fd09b0516c0cf959f6785.jpg,18_217_212_55_2_jpg.rf.429e1a907d4fd09b0516c0cf959f6785.npz,False,excluded_label_problem,2,A,N,Y,炎症区域不典型
train,18_217_217_51_6_jpg.rf.cbf35fe70230dbd98b899f57b71253c0.jpg,18_217_217_51_6_jpg.rf.cbf35fe70230dbd98b899f57b71253c0.npz,False,excluded_label_problem,3,A,N,Y,炎症不典型
train,18_217_217_55_27_jpg.rf.c8c6793df4c6cec985c6a6d41de79679.jpg,18_217_217_55_27_jpg.rf.c8c6793df4c6cec985c6a6d41de79679.npz,False,excluded_label_problem,3,A,N,Y,炎症区域不典型
train,18_217_217_62_1_jpg.rf.f3d0b4b397bdf2eefd02e85a512e50b4.jpg,18_217_217_62_1_jpg.rf.f3d0b4b397bdf2eefd02e85a512e50b4.npz,False,excluded_label_problem,2,A,N,Y,Gt漏标，模型未检出
train,18_217_217_64_23_jpg.rf.f719b993024ad8ab816629426b394ba6.jpg,18_217_217_64_23_jpg.rf.f719b993024ad8ab816629426b394ba6.npz,False,excluded_label_problem,3,A,N,Y,炎症不典型，纤维化典型
train,18_217_218_52_28_jpg.rf.e264348e72524fd9bfbeb64db1f3e1d1.jpg,18_217_218_52_28_jpg.rf.e264348e72524fd9bfbeb64db1f3e1d1.npz,False,excluded_label_problem,2,A,N,Y,炎症区域不典型
train,18_217_218_54_22_jpg.rf.5317b45b2825f45463bcf0b45ef0c9a6.jpg,18_217_218_54_22_jpg.rf.5317b45b2825f45463bcf0b45ef0c9a6.npz,False,excluded_label_problem,2,A,N,Y,炎症不典型
train,18_219_206_47_11_jpg.rf.8579f1db5fdbf16323f63367e7fdef60.jpg,18_219_206_47_11_jpg.rf.8579f1db5fdbf16323f63367e7fdef60.npz,False,excluded_label_problem,2,A,N,N,模型检出能力不足&漏标
train,18_219_208_47_23_jpg.rf.d810af158793a9a6def617ab06576dd3.jpg,18_219_208_47_23_jpg.rf.d810af158793a9a6def617ab06576dd3.npz,False,excluded_label_problem,2,A,N,Y,炎症不典型，纤维化典型
train,18_219_208_49_21_jpg.rf.758f8a1ddb3ed57e97a0f14e9d262981.jpg,18_219_208_49_21_jpg.rf.758f8a1ddb3ed57e97a0f14e9d262981.npz,False,excluded_label_problem,2,A,N,Y,炎症区域不典型
train,18_219_208_49_8_jpg.rf.26a93d179bb3294982c01ce7e7a41dcd.jpg,18_219_208_49_8_jpg.rf.26a93d179bb3294982c01ce7e7a41dcd.npz,False,excluded_label_problem,2,A,N,Y,炎症区域不典型
train,18_219_208_52_25_jpg.rf.01e9383a1102c9e384ce0e013dfcd7ab.jpg,18_219_208_52_25_jpg.rf.01e9383a1102c9e384ce0e013dfcd7ab.npz,False,excluded_label_problem,2,A,N,Y,炎症区域不典型
train,18_228_Masson_207_33_21_jpg.rf.fa459fb908f502b94970b1867b4321fd.jpg,18_228_Masson_207_33_21_jpg.rf.fa459fb908f502b94970b1867b4321fd.npz,False,excluded_label_problem,2,A,N,Y,炎症不典型，炎细胞？存疑
train,19_212_E1202_17_8_jpg.rf.9e7b4a760b91e590511affcac37f803d.jpg,19_212_E1202_17_8_jpg.rf.9e7b4a760b91e590511affcac37f803d.npz,False,excluded_label_problem,1,A,N,Y,标注不典型，漏标炎细胞，脂肪变
train,19_212_E1202_18_3_jpg.rf.7223de565978f12f274a5fa46c20af6a.jpg,19_212_E1202_18_3_jpg.rf.7223de565978f12f274a5fa46c20af6a.npz,False,excluded_label_problem,1,A,N,Y,标注纤维化不典型，建议剔除
train,19_212_E1202_19_2_jpg.rf.51fa2352272b2020f67c4ccb8e098005.jpg,19_212_E1202_19_2_jpg.rf.51fa2352272b2020f67c4ccb8e098005.npz,False,excluded_label_problem,1,A,N,Y,标注纤维化不典型，建议剔除
train,19_212_E1202_20_3_jpg.rf.291a527581aa38d11fa1bd33646a1b46.jpg,19_212_E1202_20_3_jpg.rf.291a527581aa38d11fa1bd33646a1b46.npz,False,excluded_label_problem,1,A,N,Y,标注纤维化不典型，脂肪变很典型
train,201_3_22_52_jpg.rf.a0a0484c47c5cf11c5e1d34d2e5da7b8.jpg,201_3_22_52_jpg.rf.a0a0484c47c5cf11c5e1d34d2e5da7b8.npz,False,excluded_label_problem,2,A,N,Y,脂肪变部分空泡漏标
train,201_4_17_30_jpg.rf.0e9c0c3d5ac9b736e2bb3778417cadec.jpg,201_4_17_30_jpg.rf.0e9c0c3d5ac9b736e2bb3778417cadec.npz,False,excluded_label_problem,1,A,N,Y,脂肪变部分空泡漏标
train,202_2_16_35_jpg.rf.6af83252894f02e88e53866e17951d98.jpg,202_2_16_35_jpg.rf.6af83252894f02e88e53866e17951d98.npz,False,excluded_label_problem,1,A,N,Y,漏标脂肪变
train,301_1_8_21_jpg.rf.a85b93a54435b6521e51d3e2ecc2beb1.jpg,301_1_8_21_jpg.rf.a85b93a54435b6521e51d3e2ecc2beb1.npz,False,excluded_label_problem,1,A,N,Y,脂肪变部分空泡漏标
valid,15_242_208_18_11_jpg.rf.e0282f1843d979a57b1d6aa2140139f6.jpg,15_242_208_18_11_jpg.rf.e0282f1843d979a57b1d6aa2140139f6.npz,False,excluded_label_problem,1,A,N,Y,标注纤维化不典型，脂肪变很典型
valid,17_234_212_75_30_jpg.rf.603fa53c4bbc5886d7b8fc19c7aed559.jpg,17_234_212_75_30_jpg.rf.603fa53c4bbc5886d7b8fc19c7aed559.npz,False,excluded_label_problem,2,A,N,Y,标注有误，应为气球样变
valid,18_211_206_23_24_jpg.rf.98a604c3c6f7208d5c71607f96eb6f8f.jpg,18_211_206_23_24_jpg.rf.98a604c3c6f7208d5c71607f96eb6f8f.npz,False,excluded_label_problem,1,A,N,Y,标注纤维化遗漏
valid,18_217_217_53_7_jpg.rf.90981208c4c9d68dc01dee098e37672a.jpg,18_217_217_53_7_jpg.rf.90981208c4c9d68dc01dee098e37672a.npz,False,excluded_label_problem,2,A,N,Y,炎症区域不典型
valid,18_217_218_52_20_jpg.rf.1af96ac9534792faefad1703f33057e3.jpg,18_217_218_52_20_jpg.rf.1af96ac9534792faefad1703f33057e3.npz,False,excluded_label_problem,2,A,N,Y,炎症不典型
valid,18_236_203_78_40_jpg.rf.ca3a6efee503bbd283ca8cdf848de145.jpg,18_236_203_78_40_jpg.rf.ca3a6efee503bbd283ca8cdf848de145.npz,False,excluded_label_problem,1,A,Y,Y,模型判断正确，GT漏标，标注结构不典型
