split,image_file,mask_file,keep,status,review_records,manual_error_types,gt_reliable_values,suggest_fix_label_values,notes
train,18_237_201_54_23_jpg.rf.ea40bdb839fb751855303f63a8799345.jpg,18_237_201_54_23_jpg.rf.ea40bdb839fb751855303f63a8799345.npz,True,reviewed_kept,1,B,Y,N,模型未检出
train,201_8_5_6_jpg.rf.bfc22135a0d0a5d10f695ddfa187c2df.jpg,201_8_5_6_jpg.rf.bfc22135a0d0a5d10f695ddfa187c2df.npz,True,reviewed_kept,1,,,,
train,201_9_14_16_jpg.rf.5ca69141b03c9b4188037eabf2d40108.jpg,201_9_14_16_jpg.rf.5ca69141b03c9b4188037eabf2d40108.npz,True,reviewed_kept,1,,,,
train,201_9_4_63_jpg.rf.a0b10a572131c02f44db72107507c9ec.jpg,201_9_4_63_jpg.rf.a0b10a572131c02f44db72107507c9ec.npz,True,reviewed_kept,1,,,,
train,203_2_9_59_jpg.rf.8d698f47365eec7058a137e04c9624af.jpg,203_2_9_59_jpg.rf.8d698f47365eec7058a137e04c9624af.npz,True,reviewed_kept,1,,,,
train,205_6_10_25_jpg.rf.7ad5894e088229e82a750707f62bddd5.jpg,205_6_10_25_jpg.rf.7ad5894e088229e82a750707f62bddd5.npz,True,reviewed_kept,1,,,,
train,207_4_6_50_jpg.rf.88904ba297f849ae84df95900d5f3384.jpg,207_4_6_50_jpg.rf.88904ba297f849ae84df95900d5f3384.npz,True,reviewed_kept,1,,,,
train,207_7_8_58_jpg.rf.29404cb3c4f003a6f840033fbe630b69.jpg,207_7_8_58_jpg.rf.29404cb3c4f003a6f840033fbe630b69.npz,True,reviewed_kept,1,,,,
valid,15_242_212_17_7_jpg.rf.8f8295a83cf29f3273b6de9443c7840a.jpg,15_242_212_17_7_jpg.rf.8f8295a83cf29f3273b6de9443c7840a.npz,True,reviewed_kept,1,B,Y,N,模型检出能力不足
valid,17_209_102_7_23_jpg.rf.8c18606c2ef97a837b4b203f3ca7c05d.jpg,17_209_102_7_23_jpg.rf.8c18606c2ef97a837b4b203f3ca7c05d.npz,True,reviewed_kept,1,,,,
valid,18_217_217_55_17_jpg.rf.617ef63e9b0b66890a091f00150dd362.jpg,18_217_217_55_17_jpg.rf.617ef63e9b0b66890a091f00150dd362.npz,True,reviewed_kept,1,,,,
valid,18_219_206_53_21_jpg.rf.f7896ecea2d6193ad842ce21e32614c3.jpg,18_219_206_53_21_jpg.rf.f7896ecea2d6193ad842ce21e32614c3.npz,True,reviewed_kept,2,B,Y,N,模型判断能力不足
valid,18_229_Masson_201_17_16_jpg.rf.bdc0aecc8dc6b010e0382150bea43a1e.jpg,18_229_Masson_201_17_16_jpg.rf.bdc0aecc8dc6b010e0382150bea43a1e.npz,True,reviewed_kept,1,,,,
valid,18_229_Masson_201_69_27_jpg.rf.6e44c9ee4998a3b67dbaa1a9f603215b.jpg,18_229_Masson_201_69_27_jpg.rf.6e44c9ee4998a3b67dbaa1a9f603215b.npz,True,reviewed_kept,1,,,,
valid,206_4_21_24_jpg.rf.3311958c84e32f4e25261561619297fb.jpg,206_4_21_24_jpg.rf.3311958c84e32f4e25261561619297fb.npz,True,reviewed_kept,1,D,Y,N,
